GEO_ID,NAME,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpovertylevel
0500000US13087,"Decatur County, Georgia",20981,49,5.4,3437
0500000US13089,"DeKalb County, Georgia",586377,69.2,7.4,62930
0500000US13091,"Dodge County, Georgia",17162,47,7.2,2453
0500000US13093,"Dooly County, Georgia",11726,49.1,12.5,1574
0500000US13095,"Dougherty County, Georgia",71320,57.8,14.2,12821
0500000US13097,"Douglas County, Georgia",109399,66.7,6.9,9676
0500000US13099,"Early County, Georgia",8155,49.9,7.6,1358
0500000US13101,"Echols County, Georgia",3251,54.3,5.1,652
0500000US13103,"Effingham County, Georgia",44642,66.3,4,2662
0500000US13105,"Elbert County, Georgia",15440,53.1,6.8,1945
0500000US13107,"Emanuel County, Georgia",17372,52,7.7,2992
0500000US13109,"Evans County, Georgia",8148,57.3,7.8,1345
0500000US13111,"Fannin County, Georgia",21172,48.3,6.2,1671
0500000US13113,"Fayette County, Georgia",89345,62.2,5,3331
0500000US13115,"Floyd County, Georgia",76630,57.5,6.3,9630
0500000US13117,"Forsyth County, Georgia",165073,68.8,3.5,6724
0500000US13119,"Franklin County, Georgia",18307,49.8,5.2,3007
0500000US13121,"Fulton County, Georgia",816772,67.7,6.5,82337
0500000US13123,"Gilmer County, Georgia",24832,54.6,5.5,2458
0500000US13125,"Glascock County, Georgia",2407,58.6,3.3,270
0500000US13127,"Glynn County, Georgia",67031,60.9,5.4,8026
0500000US13129,"Gordon County, Georgia",44541,60.4,4.6,5380
0500000US13131,"Grady County, Georgia",19358,57.1,6.6,3122
0500000US13133,"Greene County, Georgia",14018,47.5,4.9,1952
0500000US13135,"Gwinnett County, Georgia",684606,69.2,4.7,52176
0500000US13137,"Habersham County, Georgia",35482,53.1,4,3088
0500000US13139,"Hall County, Georgia",151110,63.2,3.7,13906
0500000US13141,"Hancock County, Georgia",7390,27.9,4,594
0500000US13143,"Haralson County, Georgia",22798,56.7,4.8,2465
0500000US13145,"Harris County, Georgia",27173,61.2,7.1,1189
0500000US13147,"Hart County, Georgia",20850,50.2,4.9,2408
0500000US13149,"Heard County, Georgia",9214,57.7,7.7,894
0500000US13151,"Henry County, Georgia",171073,65.7,6.7,11523
0500000US13153,"Houston County, Georgia",116745,65.2,7,12821
0500000US13155,"Irwin County, Georgia",7517,48,9.2,985
0500000US13157,"Jackson County, Georgia",50575,61.7,4.8,4104
0500000US13159,"Jasper County, Georgia",10814,52.9,6.6,1382
0500000US13161,"Jeff Davis County, Georgia",11317,51.9,5.9,1466
0500000US13163,"Jefferson County, Georgia",12445,51.2,6.9,1741
0500000US13165,"Jenkins County, Georgia",6987,49.3,4,1424
0500000US13167,"Johnson County, Georgia",8028,57.6,9,1177
0500000US13169,"Jones County, Georgia",22650,58,7.4,2196
0500000US13171,"Lamar County, Georgia",15239,52.8,11.1,1649
0500000US13173,"Lanier County, Georgia",7945,53.4,8.7,1259
0500000US13175,"Laurens County, Georgia",36928,49.3,4.8,6431
0500000US13177,"Lee County, Georgia",22507,64,7.4,1825
0500000US13179,"Liberty County, Georgia",46086,67.7,11.4,5288
0500000US13181,"Lincoln County, Georgia",6462,53,4.6,734
0500000US13183,"Long County, Georgia",13501,59.5,15.1,1825
0500000US13185,"Lowndes County, Georgia",89905,59.2,7.6,15704
0500000US13187,"Lumpkin County, Georgia",26842,61.4,4.5,3455
0500000US13189,"McDuffie County, Georgia",16576,56.6,8.3,2495
0500000US13191,"McIntosh County, Georgia",11963,54.1,7.9,1370
0500000US13193,"Macon County, Georgia",11155,45,12,1651
0500000US13195,"Madison County, Georgia",22852,59.9,8.5,2884
0500000US13197,"Marion County, Georgia",7075,54.2,10.3,886
0500000US13199,"Meriwether County, Georgia",17052,50.7,5.9,2653
0500000US13201,"Miller County, Georgia",4667,53.5,5,572
0500000US13205,"Mitchell County, Georgia",17722,53.7,13.7,2199
0500000US13207,"Monroe County, Georgia",22125,56.6,7.9,2183
0500000US13209,"Montgomery County, Georgia",7359,51.5,7.2,811
0500000US13211,"Morgan County, Georgia",14560,59.4,5.7,1048
0500000US13213,"Murray County, Georgia",30742,59.8,7.8,3119
0500000US13215,"Muscogee County, Georgia",153031,61.7,9.2,21400
0500000US13217,"Newton County, Georgia",81432,62.6,7.7,9647
0500000US13219,"Oconee County, Georgia",28587,65.6,3.5,1030
0500000US13221,"Oglethorpe County, Georgia",12000,58.6,4.7,1087
0500000US13223,"Paulding County, Georgia",119266,67.4,4.3,7176
0500000US13225,"Peach County, Georgia",21830,53.6,9.2,3308
0500000US13227,"Pickens County, Georgia",25169,58,6.1,1577
0500000US13229,"Pierce County, Georgia",14918,54.9,5.8,2069
0500000US13231,"Pike County, Georgia",14417,57.6,6.4,1140
0500000US13233,"Polk County, Georgia",32249,59.5,5.9,3660
0500000US13235,"Pulaski County, Georgia",9741,40,4.8,1330
0500000US13237,"Putnam County, Georgia",17658,55,4.6,1644
0500000US13239,"Quitman County, Georgia",1892,47.5,11.1,195
0500000US13241,"Rabun County, Georgia",14051,45.7,4.2,1930
0500000US13243,"Randolph County, Georgia",5321,49.1,7.8,1088
0500000US13245,"Richmond County, Georgia",159492,60,10.3,23930
0500000US13247,"Rockdale County, Georgia",69309,61.4,7.6,6759
0500000US13249,"Schley County, Georgia",4179,59.5,12.7,570
0500000US13251,"Screven County, Georgia",11284,52.6,6.2,1650
0500000US13253,"Seminole County, Georgia",6844,45.3,7.7,946
0500000US13255,"Spalding County, Georgia",50639,53.2,6.9,7556
0500000US13257,"Stephens County, Georgia",20590,55.1,9.1,2393
0500000US13259,"Stewart County, Georgia",5360,31,8.9,776
0500000US13261,"Sumter County, Georgia",24015,54.4,9.2,3878
0500000US13263,"Talbot County, Georgia",5437,50.7,7.9,713
0500000US13265,"Taliaferro County, Georgia",1463,43.7,9.4,282
0500000US13267,"Tattnall County, Georgia",20775,39.3,3.8,2015
0500000US13269,"Taylor County, Georgia",6705,50.5,11.7,1092
0500000US13271,"Telfair County, Georgia",13604,37.1,2.6,1817
0500000US13273,"Terrell County, Georgia",7100,51.8,8.6,1350
0500000US13275,"Thomas County, Georgia",35133,57.9,8.1,5026
0500000US13277,"Tift County, Georgia",31406,59.5,2.9,4558
0500000US13279,"Toombs County, Georgia",20598,57.3,10.3,3075
0500000US13281,"Towns County, Georgia",10137,44.6,5.5,787
0500000US13283,"Treutlen County, Georgia",5376,49.8,5.7,692
0500000US13285,"Troup County, Georgia",54233,59.7,7.9,7575
0500000US13287,"Turner County, Georgia",6226,53.4,6.1,1176
0500000US13289,"Twiggs County, Georgia",6863,41.6,6.9,1287
0500000US13291,"Union County, Georgia",19369,43.6,3.7,1477
0500000US13293,"Upson County, Georgia",20875,52.2,8.2,3008
0500000US13295,"Walker County, Georgia",55487,56.8,6.4,6590
0500000US13297,"Walton County, Georgia",69892,61.6,6,5633
0500000US13299,"Ware County, Georgia",27971,48.9,3.5,3553
0500000US13301,"Warren County, Georgia",4335,54.3,8,735
0500000US13303,"Washington County, Georgia",16439,49.4,7.4,2546
0500000US13305,"Wayne County, Georgia",23173,49.7,7.6,2849
0500000US13307,"Webster County, Georgia",2043,53,2.2,294
0500000US13309,"Wheeler County, Georgia",6739,32.2,11,922
0500000US13311,"White County, Georgia",23985,53.7,4.2,2324
0500000US13313,"Whitfield County, Georgia",79887,63.1,6.3,9048
0500000US13315,"Wilcox County, Georgia",7322,35.5,7,716
0500000US13317,"Wilkes County, Georgia",8063,52.8,4.3,945
0500000US13319,"Wilkinson County, Georgia",7196,48.8,7.2,1135
0500000US13321,"Worth County, Georgia",16426,57.3,6.5,2175
0500000US15001,"Hawaii County, Hawaii",159370,57.9,5.9,17896
0500000US15003,"Honolulu County, Hawaii",798404,66.5,4.3,46238
0500000US15005,"Kalawao County, Hawaii",71,80.3,0,7
0500000US15007,"Kauai County, Hawaii",57366,65.9,4,3588
0500000US15009,"Maui County, Hawaii",132234,66.8,4.4,9117
0500000US16001,"Ada County, Idaho",350351,66,3.8,27378
0500000US16003,"Adams County, Idaho",3387,50.4,11.1,207
0500000US16005,"Bannock County, Idaho",64963,60.8,6.2,8025
0500000US16007,"Bear Lake County, Idaho",4551,57,3.1,454
0500000US16009,"Benewah County, Idaho",7206,52.2,8.8,790
0500000US16011,"Bingham County, Idaho",32779,62.9,4.3,2574
0500000US16013,"Blaine County, Idaho",17744,71.5,1.9,1367
0500000US16015,"Boise County, Idaho",6106,50.1,6.4,430
0500000US16017,"Bonner County, Idaho",35274,52.1,3.7,3565
0500000US16019,"Bonneville County, Idaho",81028,63.4,3.8,6643
0500000US16021,"Boundary County, Idaho",9200,49.8,3.9,947
0500000US16023,"Butte County, Idaho",2076,49.5,5.8,275
0500000US16025,"Camas County, Idaho",681,57.9,3,73
0500000US16027,"Canyon County, Idaho",156717,62.7,6.5,16652
0500000US16029,"Caribou County, Idaho",5094,60.4,2.1,283
0500000US16031,"Cassia County, Idaho",16792,62.5,3.2,1569
0500000US16033,"Clark County, Idaho",790,63.5,7.8,110
0500000US16035,"Clearwater County, Idaho",7419,41.9,5.5,547
0500000US16037,"Custer County, Idaho",3575,47.5,4.7,471
0500000US16039,"Elmore County, Idaho",20375,62.9,7,1863
0500000US16041,"Franklin County, Idaho",9424,63.1,1.4,731
0500000US16043,"Fremont County, Idaho",9917,56.2,6.4,699
0500000US16045,"Gem County, Idaho",13580,51.3,4.5,1585
0500000US16047,"Gooding County, Idaho",11463,63.6,4.4,980
0500000US16049,"Idaho County, Idaho",13491,49,4.9,1185
0500000US16051,"Jefferson County, Idaho",19525,67,4.6,1002
0500000US16053,"Jerome County, Idaho",16823,65.7,4,2008
0500000US16055,"Kootenai County, Idaho",121743,61.1,5.2,9766
0500000US16057,"Latah County, Idaho",32698,63.2,5,5326
0500000US16059,"Lemhi County, Idaho",6530,51,3.5,518
0500000US16061,"Lewis County, Idaho",3057,52.6,5.8,269
0500000US16063,"Lincoln County, Idaho",3890,66.1,3.1,263
0500000US16065,"Madison County, Idaho",29165,66,6.6,7698
0500000US16067,"Minidoka County, Idaho",15331,63.3,3.5,1804
0500000US16069,"Nez Perce County, Idaho",32420,61.1,4.7,3280
0500000US16071,"Oneida County, Idaho",3219,55.6,5.1,243
0500000US16073,"Owyhee County, Idaho",8753,59.5,4.5,1076
0500000US16075,"Payette County, Idaho",17452,59.8,5.5,1604
0500000US16077,"Power County, Idaho",5670,59.1,3.9,372
0500000US16079,"Shoshone County, Idaho",10352,51.4,8.6,1330
0500000US16081,"Teton County, Idaho",8382,72.3,6,433
0500000US16083,"Twin Falls County, Idaho",62934,65.4,3.4,5940
0500000US16085,"Valley County, Idaho",8695,49.5,4.3,676
0500000US16087,"Washington County, Idaho",7915,53.8,5.4,730
0500000US17001,"Adams County, Illinois",53065,64.3,4.7,4205
0500000US17003,"Alexander County, Illinois",5077,47,7,870
0500000US17005,"Bond County, Illinois",13997,55.8,3.9,1340
0500000US17007,"Boone County, Illinois",41526,66.6,6.8,2848
0500000US17009,"Brown County, Illinois",5736,44.6,4.3,277
0500000US17011,"Bureau County, Illinois",26980,62.8,5.3,2003
0500000US17013,"Calhoun County, Illinois",3970,54.3,5.1,309
0500000US17015,"Carroll County, Illinois",12057,58.6,6.6,946
0500000US17017,"Cass County, Illinois",10007,65.5,6.3,989
0500000US17019,"Champaign County, Illinois",174427,62.4,4.8,29380
0500000US17021,"Christian County, Illinois",27144,57.1,3.4,2297
0500000US17023,"Clark County, Illinois",12575,66,6.3,984
0500000US17025,"Clay County, Illinois",10640,60.6,5.5,1210
0500000US17027,"Clinton County, Illinois",30668,63.2,3.4,1688
0500000US17029,"Coles County, Illinois",43535,60.9,5.7,6901
0500000US17031,"Cook County, Illinois",4192372,66,7.8,423160
0500000US17033,"Crawford County, Illinois",15653,54,5.4,1121
0500000US17035,"Cumberland County, Illinois",8665,62.9,3.4,804
0500000US17037,"DeKalb County, Illinois",84076,67.4,7.4,10781
0500000US17039,"De Witt County, Illinois",13024,66.1,5.5,895
0500000US17041,"Douglas County, Illinois",15303,64.1,4.3,1038
0500000US17043,"DuPage County, Illinois",742562,69.1,4.5,34170
0500000US17045,"Edgar County, Illinois",14381,61.5,6,1254
0500000US17047,"Edwards County, Illinois",5228,62,6.1,345
0500000US17049,"Effingham County, Illinois",26964,67,3.9,2045
0500000US17051,"Fayette County, Illinois",17712,52.4,7,1966
0500000US17053,"Ford County, Illinois",10736,61.6,5.3,991
0500000US17055,"Franklin County, Illinois",31363,54.1,8.5,4356
0500000US17057,"Fulton County, Illinois",29199,55.4,6.7,3140
0500000US17059,"Gallatin County, Illinois",4209,53.2,4.5,562
0500000US17061,"Greene County, Illinois",10840,57.9,4,1086
0500000US17063,"Grundy County, Illinois",39016,67.6,5.1,2283
0500000US17065,"Hamilton County, Illinois",6595,57,3.2,283
0500000US17067,"Hancock County, Illinois",14781,58.7,6.2,1071
0500000US17069,"Hardin County, Illinois",3399,48.2,15.9,364
0500000US17071,"Henderson County, Illinois",5780,59.9,5.6,319
0500000US17073,"Henry County, Illinois",39649,61,5.1,2925
0500000US17075,"Iroquois County, Illinois",22790,61.6,5.6,2092
0500000US17077,"Jackson County, Illinois",49055,56.5,9.4,10026
0500000US17079,"Jasper County, Illinois",7648,60.6,4.1,699
0500000US17081,"Jefferson County, Illinois",30543,57.1,7.4,3181
0500000US17083,"Jersey County, Illinois",18079,61.5,4.1,1056
0500000US17085,"Jo Daviess County, Illinois",18178,61.8,4.5,976
0500000US17087,"Johnson County, Illinois",10603,38.9,5.7,595
0500000US17089,"Kane County, Illinois",408624,69,5.5,25712
0500000US17091,"Kankakee County, Illinois",88188,61,6,8152
0500000US17093,"Kendall County, Illinois",92166,73.1,4.9,3333
0500000US17095,"Knox County, Illinois",42036,53.6,5.7,4515
0500000US17097,"Lake County, Illinois",551056,69.2,5.6,30497
0500000US17099,"LaSalle County, Illinois",89496,61.6,6.8,7758
0500000US17101,"Lawrence County, Illinois",13388,50.5,6.3,1294
0500000US17103,"Lee County, Illinois",28503,56.7,4.4,1929
0500000US17105,"Livingston County, Illinois",29585,58.3,5.4,2542
0500000US17107,"Logan County, Illinois",24259,54.4,5.6,1207
0500000US17109,"McDonough County, Illinois",26296,55.5,7.6,4571
0500000US17111,"McHenry County, Illinois",243163,70.3,4.4,11377
0500000US17113,"McLean County, Illinois",139889,67,3.5,16663
0500000US17115,"Macon County, Illinois",85368,61.1,8.2,8743
0500000US17117,"Macoupin County, Illinois",37154,59.9,7.1,3400
0500000US17119,"Madison County, Illinois",213951,63.2,6.8,20874
0500000US17121,"Marion County, Illinois",30162,61.3,9.5,3515
0500000US17123,"Marshall County, Illinois",9733,59.1,6.1,675
0500000US17125,"Mason County, Illinois",11283,59.4,7.9,1140
0500000US17127,"Massac County, Illinois",11555,51.5,5.6,1282
0500000US17129,"Menard County, Illinois",9948,64.5,4.9,536
0500000US17131,"Mercer County, Illinois",12685,61.7,5.5,894
0500000US17133,"Monroe County, Illinois",27189,68.1,3.1,844
0500000US17135,"Montgomery County, Illinois",23989,49.3,4.9,2048
0500000US17137,"Morgan County, Illinois",28668,58.1,5.9,2608
0500000US17139,"Moultrie County, Illinois",11385,63.1,3.2,615
0500000US17141,"Ogle County, Illinois",41113,64.3,5.9,2665
0500000US17143,"Peoria County, Illinois",145286,62.3,7.9,16461
0500000US17145,"Perry County, Illinois",17790,48.3,6.8,1751
0500000US17147,"Piatt County, Illinois",13213,67.8,4.2,543
0500000US17149,"Pike County, Illinois",12592,58.2,5.4,1174
0500000US17151,"Pope County, Illinois",3669,40.9,15.6,335
0500000US17153,"Pulaski County, Illinois",4545,45.2,9.3,501
0500000US17155,"Putnam County, Illinois",4777,65,3.6,232
0500000US17157,"Randolph County, Illinois",26834,50.9,5.1,1955
0500000US17159,"Richland County, Illinois",12683,60.8,5.8,1360
0500000US17161,"Rock Island County, Illinois",116359,62.7,6.5,10362
0500000US17163,"St. Clair County, Illinois",208285,62.9,7.1,22568
0500000US17165,"Saline County, Illinois",19586,55.1,9.8,3147
0500000US17167,"Sangamon County, Illinois",158347,64.3,6.3,16028
0500000US17169,"Schuyler County, Illinois",5893,51.6,5.5,1134
0500000US17171,"Scott County, Illinois",4067,61.8,6.7,323
0500000US17173,"Shelby County, Illinois",17765,61.1,4.6,1406
0500000US17175,"Stark County, Illinois",4453,58.3,3.5,415
0500000US17177,"Stephenson County, Illinois",36751,62.3,7.1,3572
0500000US17179,"Tazewell County, Illinois",106491,62.3,4.3,6042
0500000US17181,"Union County, Illinois",13956,54.9,6.6,1845
0500000US17183,"Vermilion County, Illinois",61864,55.2,7.5,7897
0500000US17185,"Wabash County, Illinois",9292,60.9,5.9,806
0500000US17187,"Warren County, Illinois",13924,62.3,6.7,1008
0500000US17189,"Washington County, Illinois",11410,65.2,4.2,591
0500000US17191,"Wayne County, Illinois",13140,59.3,3.5,1189
0500000US17193,"White County, Illinois",11254,57.2,7.9,948
0500000US17195,"Whiteside County, Illinois",45354,61.5,5.3,3125
0500000US17197,"Will County, Illinois",533442,68.9,5.2,23858
0500000US17199,"Williamson County, Illinois",54017,56.9,5.9,5452
0500000US17201,"Winnebago County, Illinois",226507,64.5,9.1,23059
0500000US17203,"Woodford County, Illinois",30489,64.3,4.1,1580
0500000US18001,"Adams County, Indiana",25271,63.8,3.6,2709
0500000US18003,"Allen County, Indiana",284667,66.7,5.6,26818
0500000US18005,"Bartholomew County, Indiana",64387,65.6,4.8,5434
0500000US18007,"Benton County, Indiana",6789,62.6,4.2,754
0500000US18009,"Blackford County, Indiana",9878,57.8,6.4,859
0500000US18011,"Boone County, Indiana",48990,70.7,2.5,1944
0500000US18013,"Brown County, Indiana",12713,58,4.7,922
0500000US18015,"Carroll County, Indiana",15989,60.3,4.2,1044
0500000US18017,"Cass County, Indiana",30358,59.9,6,2949
0500000US18019,"Clark County, Indiana",92307,65.9,5.2,5925
0500000US18021,"Clay County, Indiana",20823,62.2,5.3,2032
0500000US18023,"Clinton County, Indiana",24742,64.3,4.8,1934
0500000US18025,"Crawford County, Indiana",8543,53.2,3.9,910
0500000US18027,"Daviess County, Indiana",24279,62.4,4.1,2056
0500000US18029,"Dearborn County, Indiana",39589,65.9,4.9,2372
0500000US18031,"Decatur County, Indiana",20928,65.5,4.4,1773
0500000US18033,"DeKalb County, Indiana",33598,66.7,4.6,2556
0500000US18035,"Delaware County, Indiana",96784,58.8,6.7,15720
0500000US18037,"Dubois County, Indiana",33040,68.2,1.6,2022
0500000US18039,"Elkhart County, Indiana",153098,65.9,4.7,13328
0500000US18041,"Fayette County, Indiana",18729,55.4,5,2389
0500000US18043,"Floyd County, Indiana",61143,66.2,4.5,3912
0500000US18045,"Fountain County, Indiana",13266,60,5.8,1158
0500000US18047,"Franklin County, Indiana",18118,63.8,3.9,1002
0500000US18049,"Fulton County, Indiana",15981,62.7,4.6,1503
0500000US18051,"Gibson County, Indiana",26741,62.9,3.2,1685
0500000US18053,"Grant County, Indiana",54539,57.5,7.3,6289
0500000US18055,"Greene County, Indiana",26158,57.3,5.6,2701
0500000US18057,"Hamilton County, Indiana",237540,73.3,2.9,8272
0500000US18059,"Hancock County, Indiana",58689,67.7,2.8,2803
0500000US18061,"Harrison County, Indiana",31793,59.6,6.2,2517
0500000US18063,"Hendricks County, Indiana",124765,70.2,3.9,4698
0500000US18065,"Henry County, Indiana",39753,53.7,6.1,3832
0500000US18067,"Howard County, Indiana",66064,59.4,5.9,7223
0500000US18069,"Huntington County, Indiana",29367,64.8,3.4,1935
0500000US18071,"Jackson County, Indiana",34317,62.7,4.6,3659
